english,chinese,category
resume,v. 重新开始；继续,六级
chronic,adj. 慢性的；长期的,雅思
yield,vi. (to) 屈服于；让出；放弃; n. 产量,四级
standard,n. 标准,六级
information,n.通知； 信息,雅思
deserve,v. 值得,六级
influence,n. 影响；作用,雅思
overcome,v. 克服；战胜,雅思
neglect,v. 忽视；疏忽,雅思
chronic,α.慢性的,六级
talent,n. 才能；天资；人才,四级
overwhelm,v. 压倒；浸没；使不安,六级
analyze,v. 分析；解析,雅思
ascribe,v. 归因于；归功于,六级
ban,vt. 取缔；禁止,四级
substantial,a. 可观的；牢固的；实质的,四级
delay,vt./n. 推迟；延误；耽搁,四级
shift,v. 转移；转动；转变,四级
predecessor,n. 前任；原有的事物,六级
larvae,n. larva的复数,雅思
broaden,v. 扩展；拓宽,雅思
dash,vi. 猛冲；飞奔,四级
parade,v. 游行,六级
release,vt./n. 释放；排放；解释解脱,四级
explosion,n. 爆炸；爆发；激增,四级
illustrate,v. 举例说明；阐明,雅思
humor,n. 情绪；心境,六级
influence,n. 影响；作用,雅思
virus,n. 病毒,四级
collide,v. 互撞；碰撞,六级
achieve,vt.完成； 达到,雅思
undergraduate,n. 大学肄业生,四级
larva,n.幼虫,雅思
initial,adj.最初的； 词首的 n.词首大写字母,雅思
maximum,a. 最高的；最大的 n.,四级
inspection,n. 检查；视察,六级
sustain,v. 维持；支撑,雅思
bureaucracy,n. 官僚主义,雅思
pattern,n. 模式,六级
distinguish,v. 区分；辨别,雅思
notorious,α. 臭名昭著的；声名狼藉的,六级
refresh,v. 提神；使清新,六级
sheer,α. 完全的；十足的,六级
subsequent,adj. 随后的；继后的,雅思
maximum,a. 最高的；最大的 n.,四级
prevalent,α. 普遍的；流行的,六级
rely,v. 依赖；依靠,雅思
continual,a. 不断地；频繁的,四级
authentic,α.可靠的；可信的,六级
medium,a. 中等的；适中的; n. 媒介物；新闻媒介,四级
feasible,α. 可行的,六级
vast,adj. 辽阔的； 大量的,雅思
confront,v. 面对；面临,六级
facilitate,v. 促进；使容易,雅思
exterior,n. 外部；外表 a. 外部的；外表的,四级
transplant,v. 移植,四级
promote,vt. 促进；提升,四级
professional,a. 职业的；专门的,四级
religious,a. 宗教的,四级
increasingly,ad. 日益；越来越多地,六级
reinforce,v. 加强；强化,雅思
herd,n. 兽群；牧群,四级
preserve,v. 保护；保存；保持；维持,四级
vain,a. 徒劳的；无效的,四级
virtually,adv.事实上,雅思
purchase,vt.购买 n.购买,雅思
approximate,a. 大概的；大约; v. 近似,四级
moral,a. 道德上的；有道德的,四级
vacuum,n. 真空；真空吸尘器,四级
premise,n. 前提；假设,六级
register,v./n. 登记；注册,四级
rescue,v. 营救；救援,六级
territory,n. 领土,四级
evoke,v. 引起；唤起,六级
ceremony,n. 典礼；仪式,四级
agency,n. 代理商；经销商,四级
inevitable,a. 不可避免的,四级
eliminate,v. 消除；淘汰,雅思
splendid,a. 极好的；壮丽的；辉煌的,四级
balcony,n. 阳台,四级
unify,v. 统一；使成为一体,雅思
stability,n. 稳定(性)；稳固,六级
encounter,vt./n. 遭遇；遭到,四级
suspicious,a. 怀疑的；可疑的,四级
range,n. 幅度；范围 v. （在某范围内）变动,四级
subsequent,adj. 随后的；继后的,雅思
splendid,a. 极好的；壮丽的；辉煌的,四级
bureaucracy,n. 官僚主义,雅思
maintain,vt. 维持；保持；坚持；主张,四级
scan,vt. 细看；扫描；浏览,四级
electrical,adj.电的； 有关电的,雅思
fuse,n. 保险丝,六级
sorrow,n. 悲哀；悲痛,四级
accelerate,vt. 加速；促进,四级
universal,a. 普遍的；通用的；宇宙的,四级
impose,vt. 把...加强(on)；采用；利用,四级
priority,n. 优先；重点,四级
destructive,α. 毁灭的,六级
prospect,n. 前景；可能性,六级
bachelor,n. 学士；学士学位；单身汉,四级
identify,v. 认出；确认,六级
acid,n. 酸；酸性物质 a. 酸的；尖刻的,四级
entertainment,n. 娱乐；招待；款待,四级
provision,n. [pl.] 给养；口粮；准备；设备；装置,四级
poverty,n. 贫穷,四级
somewhat,ad. 颇为；稍稍；有几分,六级
limitation,n. 局限性；缺点,六级
the Arctic Ocean,北冰洋,四级
scratch,v./n. 抓；搔；扒,四级
duplicate,v. 复制；重复,六级
bewilder,v. 迷惑；弄糊涂,六级
derive,v. 得到；源自,雅思
virtue,n. 美德；优点,四级
comply,v. 遵守,六级
compact,α.紧凑的；小巧的,六级
positive,n.确实；正数 adj.明确的；有益的；乐观的,雅思
pastime,n. 消遣；娱乐,六级
intrinsic,α. 固有的；本质的；内在的,六级
previous,a. 先；前；以前的,四级
deserve,v. 值得,六级
alter,v. 改变；改动；变更,四级
radiate,v. 辐射状发出；从中心向各方伸展出,六级
distinguish,vt. 区分；辨别,四级
ceremony,n. 典礼；仪式,四级
accumulate,v. 积累；积聚,雅思
exclaim,v. 呼喊；欢呼,六级
defend,v. 为……辩护,六级
rewarding,α. 值得的,六级
awkward,a. 笨拙的；棘手的,四级
imaginative,α. 富有想象力的；爱想象的,六级
elegant,α. 优雅的；优美的；精致的,六级
interfere,v. 妨碍；干涉,雅思
oral,a. 口头的；口述的；口的,四级
massive,α. 大规模的；大量的,六级
ancient,adj.远古的；旧的,雅思
device,n. 装置；设备,四级
acknowledgement,n. 承认；感谢；致谢,六级
invade,v. 侵入；侵略；侵袭,四级
abandon,v. 放弃；遗弃,雅思
tide,n. 潮汐；潮流,四级
invade,v. 侵入；侵略；侵袭,四级
budget,n. 预算 v. 编预算；作安排,四级
reduce,v. 减少；缩小,雅思
orchestra,n. 管弦乐队,四级
terminal,a. 末端的；极限的; n. 终点,四级
commence,v. 开始,六级
blame,n. 责任,六级
competition,n. 竞争；比赛,四级
biology,n. 生物学,四级
deceive,v. 欺骗；哄骗,六级
petroleum,n. 石油,四级
intrinsic,α. 固有的；本质的；内在的,六级
compact,α.紧凑的；小巧的,六级
private,a. 私人的；个人的,四级
authorize,v. 授权；批准,雅思
integrate,v. (into with)（使）成为一体；（使）合并,四级
defy,v. 违抗；藐视,六级
satellite,n. 卫星,四级
unique,a. 唯一的；独特的,四级
virtually,adv.事实上,雅思
expense,n. 开销；费用,四级
decline,v. 下降；减少,六级
fatal,α. 致命的；毁灭性的,六级
way,n. 方式,六级
equivalent,α. 相等的,六级
appreciate,vt. 重视；赏识；欣赏,四级
equation,n. 方程（式）,四级
measurable,adj. 可测量的,雅思
reputation,n. 名声；声望,六级
thrust,v. 挤；推；插,四级
commence,v. 开始,六级
virtual,a. 实际上的；事实上的,四级
predecessor,n. 前任；原有的事物,六级
wealthy,a. 富裕的,四级
deviate,v. (使)背离；(使)偏离,六级
advocate,v. 提倡；支持,雅思
mainland,n. 大陆,四级
arbitrary,a. 随意的；未断的,四级
battery,n. 电池（组）,四级
equivalent,α. 相等的,六级
insignificant,a. 无意义的；无足轻重的；无价值的,四级
annoy,v. 惹恼；烦扰,雅思
undergo,v. 经历；遭受,四级
overcome,v. 克服；战胜,雅思
expand,vt.详述； 扩大；展开,雅思
catalog,n. 目录（册） v. 编目,四级
reflect,v. 反射；反映,雅思
expel,v. 驱逐；开除；赶出,四级
outwardly,ad. 表面上；外表上地,六级
equivalent,α. 相等的,六级
commence,v. 开始,六级
economic,α. 经济的,六级
global,adj. 全球的；广泛的,雅思
hospitality,n. 友好款待；好客,六级
accelerate,vt. 加速；促进,四级
collide,v. 互撞；碰撞,六级
aware,a. 意识到,四级
trend,n. 倾向；趋势,六级
individual,a. 个别的；单独的 n. 个人；个体,四级
deviate,v. (使)背离；(使)偏离,六级
dilemma,n. 窘境；困境,六级
global,a. 全球的；总的,四级
terror,n. 恐怖,四级
conform,v. 符合；遵守；适应,六级
virtually,adv.事实上,雅思
occupy,v. 占领；使忙碌,六级
tempt,v. 引诱；劝诱,六级
linger,v. 逗留；徘徊；留恋；迟缓；拖延,六级
acquire,v. (靠自己的能力、努力或行为)获得；得到,六级
obtain,v. 获得；得到,雅思
racial,a. 人种的种族的,四级
controversy,n. 争论；辩论,六级
likelihood,n. 可能；可能性,四级
scandal,n. 丑事；丑闻,四级
duration,n. 持续时间,雅思
tiny,adj.很少的； 微小的,雅思
convince,v. 说服；使信服,雅思
persistent,α. 坚持不懈的,六级
fraction,n. 小部分；一点,六级
restore,v. 恢复；修复,雅思
insurance,n. 保险；保险费,四级
extinction,n .灭绝,六级
algebra,n. 代数,四级
resume,v. 重新开始；继续,六级
dominate,v. 统治；支配,雅思
descend,v. 下来；下去,六级
provision,n. [pl.] 给养；口粮；准备；设备；装置,四级
adequate,a. 适当地；足够,四级
encounter,vt./n. 遭遇；遭到,四级
collector,n.收藏家； 征收者,雅思
acknowledge,v. 承认；致谢,四级
interpret,v. 解释；说明,六级
generate,v. 生成；产生,雅思
appreciate,v. 感激；欣赏,雅思
abuse,v. 滥用；虐待；谩骂,四级
illegal,a. 不合法的；非法的,四级
grant,vt. 授予；同意；准予,四级
limitation,n. 局限性；缺点,六级
liberal,a. 慷慨的；丰富的；自由的,四级
oxygen,n.氧,雅思
cash,n. 现金,六级
suspicious,α. 对……怀疑,六级
accelerate,v. 加速；促进,雅思
collaborate,v. 合著；合作,六级
faculty,n. 能力；技能；系；学科；学院；全体教员,四级
surface,n. 表面,六级
algebra,n. 代数,四级
facility,n. [pl.] 设备；设施；便利；方便,四级
spreadsheet,n.电子制表软件,雅思
acid,n. 酸；酸性物质 a. 酸的；尖刻的,四级
adapt,vi. 适应；适合；改编；改写 vt. 使适应,四级
private,a. 私人的；个人的,四级
decline,v. 下降；减少,六级
comprehend,v. 理解；领会,雅思
ambiguous,α.模棱两可的；模糊的,六级
hoist,v. 举起；升起；吊起,六级
resistant,a. (to)抵抗的；抗...的；耐...的,四级
hierarchical,adj.分等级的,雅思
academy,n. （高等）专科院校；学会,四级
occasion,n. 场合,六级
trend,n. 倾向；趋势,六级
virtually,adv.事实上,雅思
deviate,v. (使)背离；(使)偏离,六级
stable,a. 稳定的,四级
religion,n. 宗教；宗教信仰,四级
episode,n. 插曲；片段,四级
oppose,v. 反对；抵制,雅思
appreciate,vt. 重视；赏识；欣赏,四级
suffer,vt.遭受； 忍受 vi.受痛苦； 受损害,雅思
prompt,vt. 促使; a. 敏捷的；及时的,四级
layer,n.层； 阶层,雅思
mingle,v. 混合起来；相混合,六级
fundamental,adj. 基本的；根本的,雅思
way,n. 方式,六级
crucial,α. 关键的,六级
stuff,n. 原料；材料; vt. 填进；塞满,四级
candidate,n. 候选人,四级
resume,v. （中断后）重新开始,四级
assurance,n. 保证,六级
provision,n. [pl.] 给养；口粮；准备；设备；装置,四级
digest,n. 摘要；简编,六级
conclude,v. 结束；推断,雅思
enhance,v. 提高,六级
arouse,vt. 引起；激起；唤醒,四级
severe,a. 严重的,四级
resistant,a. (to)抵抗的；抗...的；耐...的,四级
undergraduate,n. 大学肄业生,四级
exploit,v. 剥削；利用；开采,四级
electron,n.电子,雅思
unexpectedly,ad. 意外地,六级
tedious,a. 乏味道；单调的,四级
slip,v. 滑动；滑落；忽略,四级
capture,vt. 俘虏；捕获,四级
pension,n. 养老金,六级
orient,vt. 使适应；(to toward)使朝向 n. 东方,四级
odd,a. 奇特的；古怪的；奇数的,四级
manipulate,v. 操控；操作,雅思
notion,n. 概念；观念；理解,六级
overwhelm,v. 压倒；浸没；使不安,六级
breed,n. 种；品种 v. 繁殖；产仔,四级
transplant,v. 移植,四级
persuade,v. 说服；劝服,雅思
follow,v. 遵从,六级
globe,n. 地球；世界；地球仪,四级
neglect,v. 忽视,六级
stable,a. 稳定的,四级
tide,n. 潮汐；潮流,四级
sexual,a. 性的,四级
budget,n. 预算 v. 编预算；作安排,四级
arbitrary,a. 随意的；未断的,四级
coincide,v. 相同；相一致,六级
compensation,n. 补偿；赔偿,六级
obedient,α. 服从的；顺从的,六级
literal,α. 文字的；字面的；逐字逐句的,六级
virtual,adj.实质的；实际上的,雅思
preserve,v. 保护；保存；保持；维持,四级
feedback,n. 反馈,雅思
extinct,a. 绝灭的；熄灭的,四级
principal,a. 最重要的; n. 负责人；校长,四级
hoist,v. 举起；升起；吊起,六级
conserve,v. 保护；保存,六级
trap,n. 陷阱；圈套 v. 设陷阱捕捉,四级
triumphantly,ad. (欣喜)胜利地；成功地,六级
simplify,v. 简化,雅思
waist,n. 腰；腰部,四级
provoke,v. 引起；激起,六级
occupy,v. 占领；使忙碌,六级
valid,a. 有效的；有根据的；正当的,四级
the Arctic Ocean,北冰洋,四级
coherent,adj. 一致的；连贯的,雅思
acknowledge,v. 承认；致谢,四级
provided,conj.倘若,雅思
transaction,n. 处理；办理；交易,六级
cope,vi. (with)（成功地）应付；处理,四级
accelerate,vt. 加速；促进,四级
audio,a. 听觉,四级
triumphantly,ad. (欣喜)胜利地；成功地,六级
integrate,v. 合并；整合,雅思
superficial,α. 肤浅的,六级
inherent,α. 固有的；生来的,六级
restrict,v. 限制；约束,雅思
globe,n. 地球；世界；地球仪,四级
formerly,ad. 原先地；以前；从前,六级
revise,v. 修订；修改,雅思
motivate,v. 激励；驱动,雅思
promise,v. 许诺,六级
insurance,n. 保险；保险费,四级
stale,a. 不新鲜的；陈腐的,四级
vivid,a. 生动的,四级
prove,v. 证明；证实,雅思
original,α. 原先的；最早的,六级
devise,vt. 发明；策划；想出,四级
scratch,v./n. 抓；搔；扒,四级
tiny,adj.很少的； 微小的,雅思
audio,a. 听觉,四级
indicate,v. 指示；表明,雅思
distinguish,v. 区分；辨别,雅思
suburb,n. 市郊,四级
intentionally,ad. 有意地；故意地,六级
isolate,vt. 使隔离；使孤立,四级
equation,n. 方程（式）,四级
distinguish,vt. 区分；辨别,四级
inaccessible,α. 不可接近的；难以达到的,六级
overlap,v. 部分重叠,六级
render,vt. 使得；致使,四级
virtually,adv.事实上,雅思
consume,v. 消耗；耗尽,四级
core,n. 果心；核心,四级
suffer,vt.遭受； 忍受 vi.受痛苦； 受损害,雅思
temporary,a. 暂时的；临时的,四级
grand,a. 宏伟大；壮丽的；重大的,四级
accelerate,vt. 加速；促进,四级
condense,v. 压缩；浓缩,六级
recession,n. (经济)衰退；不景气；撤退；退出,六级
export,n. 出口（物） v. 出口；输出,四级
attribute,v. 归因于,六级
adequate,a. 适当地；足够,四级
tender,a. 温柔的；脆弱的,四级
insignificant,a. 无意义的；无足轻重的；无价值的,四级
ordinary,adj.普通的,雅思
eliminate,v. 消除；淘汰,雅思
circulation,n. (书报等的)发行量,六级
guarantee,n. 保修单,六级
shift,v. 转移；转动；转变,四级
valley,n. 山谷；峡谷,四级
voluntary,a. 自愿的,四级
weave,v. 织；编,四级
attribute,v. 归因于,六级
nuclear,a. 核子的；核能的,四级
stationary,α. 固定的,六级
coarse,a. 粗的；粗糙的；粗劣的,四级
refute,v. 证明……不对(是错误的)；驳诉,六级
catalog,n. 目录（册） v. 编目,四级
the Antarctic Ocean,南冰洋,四级
provisional,adj.临时的；雅思,
resistant,a. (to)抵抗的；抗...的；耐...的,四级
dedicate,v. 奉献；献身；致力于,六级
scale,n. 大小；规模；等级；刻度,四级
deprive,v. 剥夺,六级
abnormal,α.不正常的,六级
acquire,vt. 取得；获得；学到,四级
electronic,adj.电子的,雅思
unexpectedly,ad. 意外地,六级
calculate,vt. 计算；核算,四级
intentionally,ad. 有意地；故意地,六级
imaginative,α. 富有想象力的；爱想象的,六级
shift,v. 转移；转动；转变,四级
fragile,adj.易碎的； 脆的,雅思
